scenario_id,c_timestep,money_distribution_timestep,income_distribution_rule_timestep,growth_rule_timestep,spending_label_timestep,topology_label_timestep,event_large_event_rate_timestep,mean_event_fraction_timestep,propagated_share_total_timestep,event_occupancy_timestep,c_period,money_distribution_period,income_distribution_rule_period,growth_rule_period,spending_label_period,topology_label_period,event_large_event_rate_period,mean_event_fraction_period,propagated_share_total_period,event_occupancy_period
c-0p10__money-equal__income-biased__growth-random__spend-low__topo-er_k24,0.1,equal,biased,random,low,er_k24,0.0,0.0,0.0,0.0,0.1,equal,biased,random,low,er_k24,0.0,0.0,0.0,0.0
c-0p10__money-equal__income-biased__growth-random__spend-low__topo-ba_k6,0.1,equal,biased,random,low,ba_k6,0.0,0.0,0.0,0.0,0.1,equal,biased,random,low,ba_k6,0.0,0.0083333333333333,0.0,0.0166666666666666
c-0p10__money-equal__income-biased__growth-random__spend-low__topo-ba_k12,0.1,equal,biased,random,low,ba_k12,0.0,0.0,0.0,0.0,0.1,equal,biased,random,low,ba_k12,0.0,0.0083333333333333,0.0,0.0055555555555555
c-0p10__money-equal__income-biased__growth-random__spend-low__topo-ba_k24,0.1,equal,biased,random,low,ba_k24,0.0,0.0,0.0,0.0,0.1,equal,biased,random,low,ba_k24,0.0,0.0,0.0,0.0
c-0p10__money-equal__income-biased__growth-random__spend-low__topo-sw_k6,0.1,equal,biased,random,low,sw_k6,0.0,0.0,0.0,0.0,0.1,equal,biased,random,low,sw_k6,0.0,0.0,0.0,0.0
c-0p10__money-equal__income-biased__growth-random__spend-low__topo-sw_k12,0.1,equal,biased,random,low,sw_k12,0.0,0.0,0.0,0.0,0.1,equal,biased,random,low,sw_k12,0.0,0.0,0.0,0.0
c-0p10__money-equal__income-biased__growth-random__spend-low__topo-sw_k24,0.1,equal,biased,random,low,sw_k24,0.0,0.0,0.0,0.0,0.1,equal,biased,random,low,sw_k24,0.0,0.0,0.0,0.0
c-0p10__money-equal__income-biased__growth-random__spend-baseline__topo-complete,0.1,equal,biased,random,baseline,complete,0.0,0.0,0.0,0.0,0.1,equal,biased,random,baseline,complete,0.0,0.0083333333333333,0.0,0.0027777777777777
c-0p10__money-equal__income-biased__growth-random__spend-baseline__topo-er_k6,0.1,equal,biased,random,baseline,er_k6,0.0,0.0,0.0,0.0,0.1,equal,biased,random,baseline,er_k6,0.0,0.0083333333333333,0.0,0.0194444444444444
c-0p10__money-equal__income-biased__growth-random__spend-baseline__topo-er_k12,0.1,equal,biased,random,baseline,er_k12,0.0,0.0,0.0,0.0,0.1,equal,biased,random,baseline,er_k12,0.0,0.0083333333333333,0.0,0.0138888888888888
c-0p10__money-equal__income-biased__growth-random__spend-baseline__topo-er_k24,0.1,equal,biased,random,baseline,er_k24,0.0,0.0,0.0,0.0,0.1,equal,biased,random,baseline,er_k24,0.0,0.0083333333333333,0.0,0.0027777777777777
c-0p10__money-equal__income-biased__growth-random__spend-baseline__topo-ba_k6,0.1,equal,biased,random,baseline,ba_k6,0.0,0.0,0.0,0.0,0.1,equal,biased,random,baseline,ba_k6,0.0,0.0088888888888888,0.0625,0.0833333333333333
c-0p10__money-equal__income-biased__growth-random__spend-baseline__topo-ba_k12,0.1,equal,biased,random,baseline,ba_k12,0.0,0.0,0.0,0.0,0.1,equal,biased,random,baseline,ba_k12,0.0,0.0094444444444444,0.0588235294117647,0.0416666666666666
c-0p10__money-equal__income-biased__growth-random__spend-baseline__topo-ba_k24,0.1,equal,biased,random,baseline,ba_k24,0.0,0.0,0.0,0.0,0.1,equal,biased,random,baseline,ba_k24,0.0,0.0097222222222222,0.0,0.0166666666666666
c-0p10__money-equal__income-biased__growth-random__spend-baseline__topo-sw_k6,0.1,equal,biased,random,baseline,sw_k6,0.0,0.0,0.0,0.0,0.1,equal,biased,random,baseline,sw_k6,0.0,0.0083333333333333,0.0,0.0055555555555555
c-0p10__money-equal__income-biased__growth-random__spend-baseline__topo-sw_k12,0.1,equal,biased,random,baseline,sw_k12,0.0,0.0,0.0,0.0,0.1,equal,biased,random,baseline,sw_k12,0.0,0.0083333333333333,0.0,0.0083333333333333
c-0p10__money-equal__income-biased__growth-random__spend-baseline__topo-sw_k24,0.1,equal,biased,random,baseline,sw_k24,0.0,0.0,0.0,0.0,0.1,equal,biased,random,baseline,sw_k24,0.0,0.0083333333333333,0.0,0.0027777777777777
c-0p10__money-equal__income-biased__growth-random__spend-high_income__topo-complete,0.1,equal,biased,random,high_income,complete,0.0,0.0,0.0,0.0,0.1,equal,biased,random,high_income,complete,0.0,0.0083333333333333,0.0,0.0111111111111111
c-0p10__money-equal__income-biased__growth-random__spend-high_income__topo-er_k6,0.1,equal,biased,random,high_income,er_k6,0.0,0.0,0.0,0.0,0.1,equal,biased,random,high_income,er_k6,0.0,0.01,0.0,0.0277777777777777
c-0p10__money-equal__income-biased__growth-random__spend-high_income__topo-er_k12,0.1,equal,biased,random,high_income,er_k12,0.0,0.0,0.0,0.0,0.1,equal,biased,random,high_income,er_k12,0.0,0.0083333333333333,0.0,0.0222222222222222
c-0p10__money-equal__income-biased__growth-random__spend-high_income__topo-er_k24,0.1,equal,biased,random,high_income,er_k24,0.0,0.0,0.0,0.0,0.1,equal,biased,random,high_income,er_k24,0.0,0.0083333333333333,0.0,0.0111111111111111
c-0p10__money-equal__income-biased__growth-random__spend-high_income__topo-ba_k6,0.1,equal,biased,random,high_income,ba_k6,0.0,0.0,0.0,0.0,0.1,equal,biased,random,high_income,ba_k6,0.0,0.0097484276729559,0.064516129032258,0.1472222222222222
c-0p10__money-equal__income-biased__growth-random__spend-high_income__topo-ba_k12,0.1,equal,biased,random,high_income,ba_k12,0.0,0.0083333333333333,0.0,0.0034965034965034,0.1,equal,biased,random,high_income,ba_k12,0.0,0.0097916666666666,0.1276595744680851,0.1111111111111111
c-0p10__money-equal__income-biased__growth-random__spend-high_income__topo-ba_k24,0.1,equal,biased,random,high_income,ba_k24,0.0,0.0,0.0,0.0,0.1,equal,biased,random,high_income,ba_k24,0.0,0.0087499999999999,0.0,0.0555555555555555
c-0p10__money-equal__income-biased__growth-random__spend-high_income__topo-sw_k6,0.1,equal,biased,random,high_income,sw_k6,0.0,0.0,0.0,0.0,0.1,equal,biased,random,high_income,sw_k6,0.0,0.0083333333333333,0.0,0.0305555555555555
c-0p10__money-equal__income-biased__growth-random__spend-high_income__topo-sw_k12,0.1,equal,biased,random,high_income,sw_k12,0.0,0.0,0.0,0.0,0.1,equal,biased,random,high_income,sw_k12,0.0,0.0083333333333333,0.0,0.0166666666666666
c-0p10__money-equal__income-biased__growth-random__spend-high_income__topo-sw_k24,0.1,equal,biased,random,high_income,sw_k24,0.0,0.0,0.0,0.0,0.1,equal,biased,random,high_income,sw_k24,0.0,0.0099999999999999,0.0,0.0138888888888888
c-0p10__money-equal__income-biased__growth-random__spend-high_wealth__topo-complete,0.1,equal,biased,random,high_wealth,complete,0.0,0.0,0.0,0.0,0.1,equal,biased,random,high_wealth,complete,0.0,0.0096846846846846,0.1162790697674418,0.1027777777777777
c-0p10__money-equal__income-biased__growth-random__spend-high_wealth__topo-er_k6,0.1,equal,biased,random,high_wealth,er_k6,0.0,0.0,0.0,0.0,0.1,equal,biased,random,high_wealth,er_k6,0.0,0.0106981981981981,0.031578947368421,0.2055555555555555
c-0p10__money-equal__income-biased__growth-random__spend-high_wealth__topo-er_k12,0.1,equal,biased,random,high_wealth,er_k12,0.0,0.0,0.0,0.0,0.1,equal,biased,random,high_wealth,er_k12,0.0,0.0098958333333333,0.0526315789473684,0.1333333333333333
c-0p10__money-equal__income-biased__growth-random__spend-high_wealth__topo-er_k24,0.1,equal,biased,random,high_wealth,er_k24,0.0,0.0,0.0,0.0,0.1,equal,biased,random,high_wealth,er_k24,0.0,0.0097222222222222,0.0,0.0666666666666666
c-0p10__money-equal__income-biased__growth-random__spend-high_wealth__topo-ba_k6,0.1,equal,biased,random,high_wealth,ba_k6,0.0,0.0,0.0,0.0,0.1,equal,biased,random,high_wealth,ba_k6,0.0,0.0117559523809523,0.0759493670886076,0.3111111111111111
c-0p10__money-equal__income-biased__growth-random__spend-high_wealth__topo-ba_k12,0.1,equal,biased,random,high_wealth,ba_k12,0.0,0.0,0.0,0.0,0.1,equal,biased,random,high_wealth,ba_k12,0.0,0.0118923611111111,0.0948905109489051,0.2666666666666666
c-0p10__money-equal__income-biased__growth-random__spend-high_wealth__topo-ba_k24,0.1,equal,biased,random,high_wealth,ba_k24,0.0,0.0,0.0,0.0,0.1,equal,biased,random,high_wealth,ba_k24,0.0,0.0115671641791044,0.064516129032258,0.1861111111111111
c-0p10__money-equal__income-biased__growth-random__spend-high_wealth__topo-sw_k6,0.1,equal,biased,random,high_wealth,sw_k6,0.0,0.0,0.0,0.0,0.1,equal,biased,random,high_wealth,sw_k6,0.0,0.009375,0.0555555555555555,0.0888888888888888
c-0p10__money-equal__income-biased__growth-random__spend-high_wealth__topo-sw_k12,0.1,equal,biased,random,high_wealth,sw_k12,0.0,0.0,0.0,0.0,0.1,equal,biased,random,high_wealth,sw_k12,0.0,0.01,0.0238095238095238,0.0972222222222222
c-0p10__money-equal__income-biased__growth-random__spend-high_wealth__topo-sw_k24,0.1,equal,biased,random,high_wealth,sw_k24,0.0,0.0,0.0,0.0,0.1,equal,biased,random,high_wealth,sw_k24,0.0,0.0115591397849462,0.0930232558139534,0.0861111111111111
c-0p10__money-equal__income-biased__growth-random__spend-high_both__topo-complete,0.1,equal,biased,random,high_both,complete,0.0,0.0,0.0,0.0,0.1,equal,biased,random,high_both,complete,0.0,0.0107142857142857,0.0888888888888888,0.1944444444444444
c-0p10__money-equal__income-biased__growth-random__spend-high_both__topo-er_k6,0.1,equal,biased,random,high_both,er_k6,0.0,0.0083333333333333,0.0,0.0021186440677966,0.1,equal,biased,random,high_both,er_k6,0.0,0.0131884057971014,0.0989010989010989,0.3194444444444444
c-0p10__money-equal__income-biased__growth-random__spend-high_both__topo-er_k12,0.1,equal,biased,random,high_both,er_k12,0.0,0.0,0.0,0.0,0.1,equal,biased,random,high_both,er_k12,0.0,0.0117816091954022,0.1097560975609756,0.1611111111111111
c-0p10__money-equal__income-biased__growth-random__spend-high_both__topo-er_k24,0.1,equal,biased,random,high_both,er_k24,0.0,0.0,0.0,0.0,0.1,equal,biased,random,high_both,er_k24,0.0,0.0102459016393442,0.0533333333333333,0.1694444444444444
c-0p10__money-equal__income-biased__growth-random__spend-high_both__topo-ba_k6,0.1,equal,biased,random,high_both,ba_k6,0.0,0.0083333333333333,0.0,0.00418410041841,0.1,equal,biased,random,high_both,ba_k6,0.0,0.0140243902439024,0.0652173913043478,0.4555555555555555
c-0p10__money-equal__income-biased__growth-random__spend-high_both__topo-ba_k12,0.1,equal,biased,random,high_both,ba_k12,0.0,0.0083333333333333,0.0,0.0021551724137931,0.1,equal,biased,random,high_both,ba_k12,0.0,0.013189448441247,0.0954545454545454,0.3861111111111111
c-0p10__money-equal__income-biased__growth-random__spend-high_both__topo-ba_k24,0.1,equal,biased,random,high_both,ba_k24,0.0,0.0,0.0,0.0,0.1,equal,biased,random,high_both,ba_k24,0.0,0.0117283950617283,0.1210526315789473,0.375
c-0p10__money-equal__income-biased__growth-random__spend-high_both__topo-sw_k6,0.1,equal,biased,random,high_both,sw_k6,0.0,0.0,0.0,0.0,0.1,equal,biased,random,high_both,sw_k6,0.0,0.0101694915254237,0.0694444444444444,0.1638888888888889
c-0p10__money-equal__income-biased__growth-random__spend-high_both__topo-sw_k12,0.1,equal,biased,random,high_both,sw_k12,0.0,0.0,0.0,0.0,0.1,equal,biased,random,high_both,sw_k12,0.0,0.0126811594202898,0.0857142857142857,0.1277777777777777
c-0p10__money-equal__income-biased__growth-random__spend-high_both__topo-sw_k24,0.1,equal,biased,random,high_both,sw_k24,0.0,0.0,0.0,0.0,0.1,equal,biased,random,high_both,sw_k24,0.0,0.0107323232323232,0.0470588235294117,0.1833333333333333
c-0p10__money-equal__income-biased__growth-preferential_debt__spend-low__topo-complete,0.1,equal,biased,preferential_debt,low,complete,0.0,0.0,0.0,0.0,0.1,equal,biased,preferential_debt,low,complete,0.0,0.0083333333333333,0.0,0.0027777777777777
c-0p10__money-equal__income-biased__growth-preferential_debt__spend-low__topo-er_k6,0.1,equal,biased,preferential_debt,low,er_k6,0.0,0.0,0.0,0.0,0.1,equal,biased,preferential_debt,low,er_k6,0.0,0.0083333333333333,0.0,0.0027777777777777
c-0p10__money-equal__income-biased__growth-preferential_debt__spend-low__topo-er_k12,0.1,equal,biased,preferential_debt,low,er_k12,0.0,0.0,0.0,0.0,0.1,equal,biased,preferential_debt,low,er_k12,0.0,0.0083333333333333,0.0,0.0166666666666666
c-0p10__money-equal__income-biased__growth-preferential_debt__spend-low__topo-er_k24,0.1,equal,biased,preferential_debt,low,er_k24,0.0,0.0,0.0,0.0,0.1,equal,biased,preferential_debt,low,er_k24,0.0,0.0083333333333333,0.0,0.0083333333333333
c-0p10__money-equal__income-biased__growth-preferential_debt__spend-low__topo-ba_k6,0.1,equal,biased,preferential_debt,low,ba_k6,0.0,0.0,0.0,0.0,0.1,equal,biased,preferential_debt,low,ba_k6,0.0,0.0087962962962962,0.0526315789473684,0.05
c-0p10__money-equal__income-biased__growth-preferential_debt__spend-low__topo-ba_k12,0.1,equal,biased,preferential_debt,low,ba_k12,0.0,0.0,0.0,0.0,0.1,equal,biased,preferential_debt,low,ba_k12,0.0,0.0088541666666666,0.0588235294117647,0.0444444444444444
c-0p10__money-equal__income-biased__growth-preferential_debt__spend-low__topo-ba_k24,0.1,equal,biased,preferential_debt,low,ba_k24,0.0,0.0083333333333333,0.0,0.0078125,0.1,equal,biased,preferential_debt,low,ba_k24,0.0,0.0090277777777777,0.0769230769230769,0.0333333333333333
c-0p10__money-equal__income-biased__growth-preferential_debt__spend-low__topo-sw_k6,0.1,equal,biased,preferential_debt,low,sw_k6,0.0,0.0,0.0,0.0,0.1,equal,biased,preferential_debt,low,sw_k6,0.0,0.0083333333333333,0.0,0.0083333333333333
c-0p10__money-equal__income-biased__growth-preferential_debt__spend-low__topo-sw_k12,0.1,equal,biased,preferential_debt,low,sw_k12,0.0,0.0,0.0,0.0,0.1,equal,biased,preferential_debt,low,sw_k12,0.0,0.0083333333333333,0.0,0.0055555555555555
c-0p10__money-equal__income-biased__growth-preferential_debt__spend-low__topo-sw_k24,0.1,equal,biased,preferential_debt,low,sw_k24,0.0,0.0,0.0,0.0,0.1,equal,biased,preferential_debt,low,sw_k24,0.0,0.0,0.0,0.0
c-0p10__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-complete,0.1,equal,biased,preferential_debt,baseline,complete,0.0,0.0083333333333333,0.0,0.0044444444444444,0.1,equal,biased,preferential_debt,baseline,complete,0.0,0.0092948717948717,0.0689655172413793,0.0722222222222222
c-0p10__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-er_k6,0.1,equal,biased,preferential_debt,baseline,er_k6,0.0,0.0,0.0,0.0,0.1,equal,biased,preferential_debt,baseline,er_k6,0.0,0.0089080459770114,0.032258064516129,0.0805555555555555
c-0p10__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-er_k12,0.1,equal,biased,preferential_debt,baseline,er_k12,0.0,0.0,0.0,0.0,0.1,equal,biased,preferential_debt,baseline,er_k12,0.0,0.0102272727272727,0.1111111111111111,0.0611111111111111
c-0p10__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-er_k24,0.1,equal,biased,preferential_debt,baseline,er_k24,0.0,0.0,0.0,0.0,0.1,equal,biased,preferential_debt,baseline,er_k24,0.0,0.008695652173913,0.0416666666666666,0.0638888888888888
c-0p10__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-ba_k6,0.1,equal,biased,preferential_debt,baseline,ba_k6,0.0,0.0083333333333333,0.0,0.0046511627906976,0.1,equal,biased,preferential_debt,baseline,ba_k6,0.0,0.0093939393939393,0.0161290322580645,0.1527777777777778
c-0p10__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-ba_k12,0.1,equal,biased,preferential_debt,baseline,ba_k12,0.0,0.0083333333333333,0.0,0.0091743119266055,0.1,equal,biased,preferential_debt,baseline,ba_k12,0.0,0.0102713178294573,0.0754716981132075,0.1194444444444444
c-0p10__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-ba_k24,0.1,equal,biased,preferential_debt,baseline,ba_k24,0.0,0.0083333333333333,0.0,0.0046511627906976,0.1,equal,biased,preferential_debt,baseline,ba_k24,0.0,0.0091880341880341,0.0465116279069767,0.1083333333333333
c-0p10__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-sw_k6,0.1,equal,biased,preferential_debt,baseline,sw_k6,0.0,0.0,0.0,0.0,0.1,equal,biased,preferential_debt,baseline,sw_k6,0.0,0.0095833333333333,0.0434782608695652,0.0555555555555555
c-0p10__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-sw_k12,0.1,equal,biased,preferential_debt,baseline,sw_k12,0.0,0.0,0.0,0.0,0.1,equal,biased,preferential_debt,baseline,sw_k12,0.0,0.0083333333333333,0.0,0.0638888888888888
c-0p10__money-equal__income-biased__growth-preferential_debt__spend-baseline__topo-sw_k24,0.1,equal,biased,preferential_debt,baseline,sw_k24,0.0,0.0,0.0,0.0,0.1,equal,biased,preferential_debt,baseline,sw_k24,0.0,0.0094696969696969,0.08,0.0611111111111111
c-0p10__money-equal__income-biased__growth-preferential_debt__spend-high_income__topo-complete,0.1,equal,biased,preferential_debt,high_income,complete,0.0,0.0,0.0,0.0,0.1,equal,biased,preferential_debt,high_income,complete,0.0,0.0104609929078014,0.1016949152542373,0.1305555555555555
c-0p10__money-equal__income-biased__growth-preferential_debt__spend-high_income__topo-er_k6,0.1,equal,biased,preferential_debt,high_income,er_k6,0.0,0.0,0.0,0.0,0.1,equal,biased,preferential_debt,high_income,er_k6,0.0,0.0104938271604938,0.0588235294117647,0.15
c-0p10__money-equal__income-biased__growth-preferential_debt__spend-high_income__topo-er_k12,0.1,equal,biased,preferential_debt,high_income,er_k12,0.0,0.0,0.0,0.0,0.1,equal,biased,preferential_debt,high_income,er_k12,0.0,0.0098148148148148,0.0754716981132075,0.125
c-0p10__money-equal__income-biased__growth-preferential_debt__spend-high_income__topo-er_k24,0.1,equal,biased,preferential_debt,high_income,er_k24,0.0,0.0,0.0,0.0,0.1,equal,biased,preferential_debt,high_income,er_k24,0.0,0.0098039215686274,0.1,0.1416666666666666
c-0p10__money-equal__income-biased__growth-preferential_debt__spend-high_income__topo-ba_k6,0.1,equal,biased,preferential_debt,high_income,ba_k6,0.0,0.0083333333333333,0.0,0.0136986301369863,0.1,equal,biased,preferential_debt,high_income,ba_k6,0.0,0.0098566308243727,0.0545454545454545,0.2583333333333333
c-0p10__money-equal__income-biased__growth-preferential_debt__spend-high_income__topo-ba_k12,0.1,equal,biased,preferential_debt,high_income,ba_k12,0.0,0.0083333333333333,0.0,0.0065573770491803,0.1,equal,biased,preferential_debt,high_income,ba_k12,0.0,0.0094696969696969,0.07,0.2444444444444444
c-0p10__money-equal__income-biased__growth-preferential_debt__spend-high_income__topo-ba_k24,0.1,equal,biased,preferential_debt,high_income,ba_k24,0.0,0.0125,0.3333333333333333,0.0066889632107023,0.1,equal,biased,preferential_debt,high_income,ba_k24,0.0,0.0092592592592592,0.0285714285714285,0.175
c-0p10__money-equal__income-biased__growth-preferential_debt__spend-high_income__topo-sw_k6,0.1,equal,biased,preferential_debt,high_income,sw_k6,0.0,0.0,0.0,0.0,0.1,equal,biased,preferential_debt,high_income,sw_k6,0.0,0.00859375,0.0,0.0888888888888888
c-0p10__money-equal__income-biased__growth-preferential_debt__spend-high_income__topo-sw_k12,0.1,equal,biased,preferential_debt,high_income,sw_k12,0.0,0.0,0.0,0.0,0.1,equal,biased,preferential_debt,high_income,sw_k12,0.0,0.0085714285714285,0.0,0.0972222222222222
c-0p10__money-equal__income-biased__growth-preferential_debt__spend-high_income__topo-sw_k24,0.1,equal,biased,preferential_debt,high_income,sw_k24,0.0,0.0,0.0,0.0,0.1,equal,biased,preferential_debt,high_income,sw_k24,0.0,0.0095744680851063,0.0555555555555555,0.1305555555555555
c-0p10__money-equal__income-biased__growth-preferential_debt__spend-high_wealth__topo-complete,0.1,equal,biased,preferential_debt,high_wealth,complete,0.0,0.0,0.0,0.0,0.1,equal,biased,preferential_debt,high_wealth,complete,0.0,0.0114705882352941,0.1282051282051282,0.2361111111111111
c-0p10__money-equal__income-biased__growth-preferential_debt__spend-high_wealth__topo-er_k6,0.1,equal,biased,preferential_debt,high_wealth,er_k6,0.0,0.0,0.0,0.0,0.1,equal,biased,preferential_debt,high_wealth,er_k6,0.0,0.0107954545454545,0.1052631578947368,0.2444444444444444
c-0p10__money-equal__income-biased__growth-preferential_debt__spend-high_wealth__topo-er_k12,0.1,equal,biased,preferential_debt,high_wealth,er_k12,0.0,0.0,0.0,0.0,0.1,equal,biased,preferential_debt,high_wealth,er_k12,0.0,0.01007326007326,0.0454545454545454,0.2527777777777777
c-0p10__money-equal__income-biased__growth-preferential_debt__spend-high_wealth__topo-er_k24,0.1,equal,biased,preferential_debt,high_wealth,er_k24,0.0,0.0,0.0,0.0,0.1,equal,biased,preferential_debt,high_wealth,er_k24,0.0,0.0107677902621722,0.1391304347826087,0.2472222222222222
c-0p10__money-equal__income-biased__growth-preferential_debt__spend-high_wealth__topo-ba_k6,0.1,equal,biased,preferential_debt,high_wealth,ba_k6,0.0,0.0083333333333333,0.0,0.0058651026392961,0.1,equal,biased,preferential_debt,high_wealth,ba_k6,0.0,0.0105510752688172,0.0382165605095541,0.3444444444444444
c-0p10__money-equal__income-biased__growth-preferential_debt__spend-high_wealth__topo-ba_k12,0.1,equal,biased,preferential_debt,high_wealth,ba_k12,0.0,0.0083333333333333,0.0,0.002906976744186,0.1,equal,biased,preferential_debt,high_wealth,ba_k12,0.0,0.0109609609609609,0.1027397260273972,0.3083333333333333
c-0p10__money-equal__income-biased__growth-preferential_debt__spend-high_wealth__topo-ba_k24,0.1,equal,biased,preferential_debt,high_wealth,ba_k24,0.0,0.0083333333333333,0.0,0.0028653295128939,0.1,equal,biased,preferential_debt,high_wealth,ba_k24,0.0,0.0107026143790849,0.1068702290076335,0.2833333333333333
c-0p10__money-equal__income-biased__growth-preferential_debt__spend-high_wealth__topo-sw_k6,0.1,equal,biased,preferential_debt,high_wealth,sw_k6,0.0,0.0,0.0,0.0,0.1,equal,biased,preferential_debt,high_wealth,sw_k6,0.0,0.0098379629629629,0.0470588235294117,0.2
c-0p10__money-equal__income-biased__growth-preferential_debt__spend-high_wealth__topo-sw_k12,0.1,equal,biased,preferential_debt,high_wealth,sw_k12,0.0,0.0,0.0,0.0,0.1,equal,biased,preferential_debt,high_wealth,sw_k12,0.0,0.0106965174129353,0.1162790697674418,0.1861111111111111
