scenario_id,scenario_base_id,c,n_nodes,money_distribution,income_distribution_rule,growth_rule,spending_label,a,b,topology_label,topology_family,target_mean_degree_requested,runs,run_default_rate,run_large_event_rate,mean_periods_completed,mean_time_steps_completed,mean_avalanche_count,event_count,events_per_run,event_occupancy,event_large_event_rate,mean_event_size,mean_event_fraction,median_event_size,p90_event_size,p99_event_size,max_event_size,mean_initial_default_count,mean_propagated_default_count,propagated_share_total,initial_share_total,mean_first_cascade_credit,mean_final_active_credit,mean_initial_gini,mean_final_net_worth_gini,mean_topology_degree,mean_topology_clustering,mean_topology_degree_cv,fit_status,alpha,bootstrap_p,bounded_alpha,bounded_bootstrap_p,pl_vs_exponential_R,pl_vs_lognormal_R,gate_event_count,gate_not_saturated,gate_has_transition,gate_propagation,gate_tail_plausible,gate_alternative_not_better,soc_screen_score,quick_soc_candidate
stage2__c-0p695__money-equal__income-uniform__growth-random__spend-high_wealth__topo-complete,money-equal__income-uniform__growth-random__spend-high_wealth__topo-complete,0.695,120,equal,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,0.5833333333333334,240.0,116788.33333333331,115.16666666666669,2764,115.16666666666669,0.4798611111111111,0.0068740955137481,2.240231548480463,0.0186685962373371,2.0,4.0,11.0,23,1.3614327062228655,0.8787988422575976,0.3922803617571059,0.6077196382428941,5471.416666666667,20426.58333333333,0.0,0.289107349537037,119.0,1.0,0.0,ok,3.0535459925728174,0.047619047619047616,3.047224098016777,0.09523809523809523,10.972814729946307,-8.934707920382264,True,True,False,True,False,True,4,False
stage2__c-0p495__money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,0.495,120,pareto,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,0.4583333333333333,240.0,85481.33333333333,79.0,1896,79.0,0.3291666666666666,0.0068565400843881,1.8876582278481011,0.0157304852320674,1.0,4.0,10.0,17,1.2178270042194093,0.669831223628692,0.3548477228276054,0.6451522771723945,2821.25,24894.0,0.3329628063488854,0.2779728568578756,119.0,1.0,0.0,ok,3.048379425102779,0.047619047619047616,3.0419624976262334,0.09523809523809523,2.5425618988839256,-4.956467223965259,True,True,False,True,False,True,4,False
stage2__c-0p525__money-equal__income-uniform__growth-random__spend-high_both__topo-complete,money-equal__income-uniform__growth-random__spend-high_both__topo-complete,0.525,120,equal,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,0.5416666666666666,240.0,114951.25,116.29166666666669,2791,116.29166666666669,0.4845486111111111,0.0060910068075958,2.2300250806162665,0.0185835423384688,2.0,4.0,10.099999999999907,23,1.3704765317090648,0.8595485489072017,0.3854434447300771,0.6145565552699229,5255.083333333333,19551.291666666668,0.0,0.2844563078703704,119.0,1.0,0.0,ok,3.6897782475224616,0.19047619047619047,3.6861507410903953,0.23809523809523808,-2.146070982614421,-3.6698639495756162,True,True,False,True,True,False,4,False
stage2__c-0p505__money-equal__income-uniform__growth-random__spend-high_both__topo-complete,money-equal__income-uniform__growth-random__spend-high_both__topo-complete,0.505,120,equal,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,0.4166666666666667,240.0,94355.25,88.95833333333333,2135,88.95833333333333,0.3706597222222222,0.0060889929742388,2.008430913348946,0.0167369242779078,1.0,4.0,10.0,29,1.2491803278688525,0.7592505854800937,0.3780317164179104,0.6219682835820896,5449.0,22578.70833333333,0.0,0.2749502314814815,119.0,1.0,0.0,ok,3.2986028688438944,0.09523809523809523,3.2927171606602945,0.047619047619047616,0.4999557472796017,-3.6508355723719985,True,True,False,True,False,True,4,False
stage2__c-0p515__money-normal__income-uniform__growth-random__spend-high_both__topo-complete,money-normal__income-uniform__growth-random__spend-high_both__topo-complete,0.515,120,normal,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,0.4583333333333333,240.0,105141.75,103.29166666666669,2479,103.29166666666669,0.4303819444444444,0.0056474384832593,2.075837031060912,0.0172986419255075,1.0,4.0,10.0,20,1.2944735780556675,0.781363453005244,0.3764088612514574,0.6235911387485426,1346.125,22526.041666666668,0.275611224776862,0.2869328170787418,119.0,1.0,0.0,ok,4.38264975942677,0.47619047619047616,4.380867154328407,0.42857142857142855,-0.5607536533795259,-0.8379385832627406,True,True,False,True,True,False,4,False
stage2__c-0p490__money-equal__income-uniform__growth-random__spend-high_both__topo-complete,money-equal__income-uniform__growth-random__spend-high_both__topo-complete,0.49,120,equal,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,0.3333333333333333,240.0,82432.25,71.75,1722,71.75,0.2989583333333333,0.0052264808362369,1.9099883855981417,0.0159165698799844,1.0,4.0,10.0,19,1.1980255516840883,0.7119628339140535,0.3727576771055031,0.6272423228944968,5916.0,25011.791666666668,0.0,0.2792314814814815,119.0,1.0,0.0,ok,3.5915996394102923,0.14285714285714285,3.586949816931072,0.14285714285714285,-0.10062139068889242,-1.3589036814215247,True,True,False,True,True,False,4,False
stage2__c-0p540__money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,0.54,120,pareto,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,0.625,240.0,133063.125,137.54166666666666,3301,137.54166666666666,0.5730902777777778,0.0051499545592244,2.4013935171160257,0.0200116126426335,2.0,5.0,10.0,17,1.467737049378976,0.9336564677370494,0.3887977797401287,0.6112022202598714,2673.958333333333,19039.70833333333,0.3236221837256889,0.2874993560188301,119.0,1.0,0.0,ok,5.6446538345802075,0.47619047619047616,5.644496184484051,0.7142857142857143,-1.0980932564068722,-0.9968019792619902,True,True,False,True,True,False,4,False
stage2__c-0p800__money-pareto__income-uniform__growth-random__spend-high_wealth__topo-complete,money-pareto__income-uniform__growth-random__spend-high_wealth__topo-complete,0.8,120,pareto,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,1.0,240.0,273738.1666666667,208.625,5007,208.625,0.8692708333333333,0.0329538645895746,4.139005392450569,0.0344917116037547,3.0,8.0,15.0,24,2.276812462552426,1.8621929298981423,0.4499131441806601,0.5500868558193399,3050.208333333333,15451.791666666666,0.3382117323291516,0.3004199932169358,119.0,1.0,0.0,ok,4.985671052552057,0.047619047619047616,4.984554864054773,0.047619047619047616,-6.939169534951827,-6.195417168998592,True,False,True,True,False,False,3,False
stage2__c-0p800__money-equal__income-uniform__growth-random__spend-high_wealth__topo-complete,money-equal__income-uniform__growth-random__spend-high_wealth__topo-complete,0.8,120,equal,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,1.0,240.0,276848.9166666667,204.75,4914,204.75,0.853125,0.0303215303215303,4.265974765974766,0.0355497897164563,3.0,9.0,14.0,23,2.327635327635328,1.9383394383394383,0.4543719887420693,0.5456280112579306,4716.875,14418.458333333334,0.0,0.2949409722222222,119.0,1.0,0.0,ok,5.711139404577478,0.047619047619047616,5.710770443459871,0.047619047619047616,-5.960559055719466,-5.783788441338983,True,False,True,True,False,False,3,False
stage2__c-0p790__money-equal__income-uniform__growth-random__spend-high_wealth__topo-complete,money-equal__income-uniform__growth-random__spend-high_wealth__topo-complete,0.79,120,equal,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,1.0,240.0,257383.7083333333,199.04166666666663,4777,199.04166666666663,0.8293402777777777,0.0278417416788779,3.969855557881516,0.0330821296490126,3.0,8.0,14.0,20,2.15700230270044,1.812853255181076,0.4566547141953174,0.5433452858046826,4709.875,14530.125,0.0,0.2960931712962962,119.0,1.0,0.0,ok,5.567044578401205,0.047619047619047616,5.566545244724468,0.047619047619047616,-7.540006949704537,-8.148410415592354,True,False,True,True,False,False,3,False
stage2__c-0p790__money-pareto__income-uniform__growth-random__spend-high_wealth__topo-complete,money-pareto__income-uniform__growth-random__spend-high_wealth__topo-complete,0.79,120,pareto,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,1.0,240.0,254603.04166666663,203.375,4881,203.375,0.8473958333333333,0.0262241343986887,3.917434951854128,0.032645291265451,3.0,8.0,14.0,21,2.1770129071911493,1.740422044662979,0.4442759269912661,0.5557240730087338,2197.458333333333,15419.958333333334,0.3422935406232043,0.2988458409129284,119.0,1.0,0.0,ok,5.725702362685427,0.047619047619047616,5.725344466866634,0.09523809523809523,-5.723628883578538,-5.461350526357544,True,False,True,True,False,False,3,False
stage2__c-0p785__money-normal__income-uniform__growth-random__spend-high_wealth__topo-complete,money-normal__income-uniform__growth-random__spend-high_wealth__topo-complete,0.785,120,normal,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,1.0,240.0,249689.8333333333,200.70833333333331,4817,200.70833333333331,0.8362847222222223,0.0249117708117085,3.720157774548474,0.0310013147879039,3.0,7.0,14.0,23,2.0797176665974675,1.640440107951007,0.4409598214285714,0.5590401785714286,1479.0,16407.375,0.2762029415259646,0.2985846492251038,119.0,1.0,0.0,ok,4.9162710348911665,0.047619047619047616,4.9149763468940435,0.047619047619047616,-7.667297609255544,-7.071129064169397,True,False,True,True,False,False,3,False
stage2__c-0p595__money-normal__income-uniform__growth-random__spend-high_both__topo-complete,money-normal__income-uniform__growth-random__spend-high_both__topo-complete,0.595,120,normal,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,1.0,240.0,226990.75,194.79166666666663,4675,194.79166666666663,0.8116319444444444,0.0237433155080213,3.6132620320855615,0.0301105169340463,3.0,7.0,14.0,22,2.0357219251336898,1.5775401069518715,0.436597205777883,0.563402794222117,1663.0,14655.0,0.2757403849741295,0.2891407940524277,119.0,1.0,0.0,ok,4.626603397794791,0.047619047619047616,4.625006044470613,0.047619047619047616,-8.12739056679805,-7.428115496329674,True,False,True,True,False,False,3,False
stage2__c-0p775__money-pareto__income-uniform__growth-random__spend-high_wealth__topo-complete,money-pareto__income-uniform__growth-random__spend-high_wealth__topo-complete,0.775,120,pareto,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,1.0,240.0,226342.79166666663,192.79166666666663,4627,192.79166666666663,0.8032986111111111,0.0205316619840069,3.5470066998054897,0.0295583891650457,3.0,7.0,14.0,24,1.9987032634536417,1.5483034363518478,0.4365098708262247,0.5634901291737753,2705.833333333333,16043.416666666666,0.3222452494045476,0.3004612242427262,119.0,1.0,0.0,ok,4.2569684975928,0.047619047619047616,4.254585634397944,0.047619047619047616,-15.84071637567424,-14.915639375245988,True,False,True,True,False,False,3,False
stage2__c-0p775__money-normal__income-uniform__growth-random__spend-high_wealth__topo-complete,money-normal__income-uniform__growth-random__spend-high_wealth__topo-complete,0.775,120,normal,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,1.0,240.0,228871.8333333333,193.08333333333331,4634,193.08333333333331,0.8045138888888889,0.018990073370738,3.5062580923608118,0.02921881743634,3.0,7.0,13.0,22,1.9736728528269316,1.53258523953388,0.4370999507631709,0.5629000492368291,1541.2083333333333,16704.375,0.2721145684263534,0.2970122747683345,119.0,1.0,0.0,ok,7.302120040684911,0.47619047619047616,7.302061662159954,0.3333333333333333,-0.4279514746265236,-0.36726606645398174,True,False,False,True,True,False,3,False
stage2__c-0p590__money-normal__income-uniform__growth-random__spend-high_both__topo-complete,money-normal__income-uniform__growth-random__spend-high_both__topo-complete,0.59,120,normal,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,1.0,240.0,213532.04166666663,193.16666666666663,4636,193.16666666666663,0.8048611111111111,0.0189818809318377,3.5127264883520275,0.0292727207362668,3.0,7.0,13.0,21,1.9855478861087144,1.5271786022433131,0.434755910346945,0.565244089653055,1352.25,14122.166666666666,0.2793748634900212,0.2938640761091033,119.0,1.0,0.0,ok,5.531590764259295,0.14285714285714285,5.531053295933362,0.19047619047619047,-3.7376747280553575,-3.480652411092561,True,False,False,True,True,False,3,False
stage2__c-0p770__money-equal__income-uniform__growth-random__spend-high_wealth__topo-complete,money-equal__income-uniform__growth-random__spend-high_wealth__topo-complete,0.77,120,equal,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,1.0,240.0,218965.625,185.66666666666663,4456,185.66666666666663,0.7736111111111111,0.018850987432675,3.4311041292639137,0.0285925344105325,3.0,7.0,13.0,29,1.9176391382405744,1.513464991023339,0.4411014454836811,0.5588985545163189,5243.083333333333,16640.291666666668,0.0,0.3027514467592593,119.0,1.0,0.0,ok,4.272192118399691,0.047619047619047616,4.26989120603991,0.047619047619047616,-7.766362488042199,-8.687701321134847,True,True,False,True,False,False,3,False
stage2__c-0p595__money-equal__income-uniform__growth-random__spend-high_both__topo-complete,money-equal__income-uniform__growth-random__spend-high_both__topo-complete,0.595,120,equal,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,1.0,240.0,226720.3333333333,194.66666666666663,4672,194.66666666666663,0.8111111111111111,0.0186215753424657,3.685359589041096,0.0307113299086757,3.0,7.0,13.0,20,2.0877568493150687,1.5976027397260273,0.4334998257637356,0.5665001742362644,5406.791666666667,14438.666666666666,0.0,0.3021519097222222,119.0,1.0,0.0,ok,6.346669935310638,0.2857142857142857,6.346514973927614,0.2857142857142857,-0.9994912826499753,-0.8933907719681491,True,False,False,True,True,False,3,False
stage2__c-0p770__money-pareto__income-uniform__growth-random__spend-high_wealth__topo-complete,money-pareto__income-uniform__growth-random__spend-high_wealth__topo-complete,0.77,120,pareto,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,1.0,240.0,217002.4583333333,187.41666666666663,4498,187.41666666666663,0.7809027777777777,0.0184526456202756,3.4406402845709203,0.0286720023714243,3.0,7.0,13.0,20,1.9413072476656288,1.4993330369052913,0.4357715171879038,0.5642284828120961,2682.208333333333,16238.416666666666,0.3074296046248336,0.2979544481433949,119.0,1.0,0.0,ok,4.699193458133445,0.047619047619047616,4.697834241437335,0.047619047619047616,-8.769154747590107,-7.860757125068419,True,True,False,True,False,False,3,False
stage2__c-0p765__money-equal__income-uniform__growth-random__spend-high_wealth__topo-complete,money-equal__income-uniform__growth-random__spend-high_wealth__topo-complete,0.765,120,equal,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,0.9583333333333334,240.0,208405.5833333333,180.08333333333334,4322,180.08333333333334,0.7503472222222223,0.0182785747339194,3.3660342434058306,0.0280502853617152,3.0,7.0,13.0,25,1.896344285053216,1.4696899583526146,0.4366235908715974,0.5633764091284025,4913.166666666667,16083.958333333334,0.0,0.3036495949074074,119.0,1.0,0.0,ok,4.660867301428823,0.047619047619047616,4.659386842858647,0.047619047619047616,-7.35263748695593,-6.962141409418268,True,True,False,True,False,False,3,False
stage2__c-0p590__money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,0.59,120,pareto,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,1.0,240.0,214966.41666666663,193.125,4635,193.125,0.8046875,0.0166127292340884,3.495577130528587,0.0291298094210715,3.0,7.0,12.659999999999854,23,1.9939590075512408,1.5016181229773462,0.4295765954820392,0.5704234045179607,2805.625,14314.083333333334,0.319115720734828,0.2904453946540155,119.0,1.0,0.0,ok,6.129606784339889,0.3333333333333333,6.12936412163546,0.3333333333333333,-0.6252357951118925,-0.6898699812522553,True,False,False,True,True,False,3,False
stage2__c-0p760__money-normal__income-uniform__growth-random__spend-high_wealth__topo-complete,money-normal__income-uniform__growth-random__spend-high_wealth__topo-complete,0.76,120,normal,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,0.9583333333333334,240.0,205791.5833333333,177.125,4251,177.125,0.7380208333333333,0.0164667137144201,3.1557280639849448,0.0262977338665411,2.0,6.0,13.0,26,1.7859327217125385,1.3697953422724063,0.4340663436451733,0.5659336563548267,1830.6666666666667,16956.416666666668,0.2708848321178884,0.3036452740526297,119.0,1.0,0.0,ok,4.094105959698909,0.047619047619047616,4.090646583395526,0.047619047619047616,-4.037573757537809,-5.453255896218545,True,True,False,True,False,False,3,False
stage2__c-0p765__money-normal__income-uniform__growth-random__spend-high_wealth__topo-complete,money-normal__income-uniform__growth-random__spend-high_wealth__topo-complete,0.765,120,normal,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,1.0,240.0,210918.0,185.08333333333331,4442,185.08333333333331,0.7711805555555555,0.0155335434488968,3.2780279153534444,0.027316899294612,3.0,6.0,12.0,27,1.8768572714993248,1.4011706438541198,0.4274431701119429,0.5725568298880571,1006.9583333333334,16878.416666666668,0.279078703615343,0.3028121172428743,119.0,1.0,0.0,ok,4.758373567546329,0.09523809523809523,4.7571825152721745,0.047619047619047616,-3.143180727070229,-3.6268819224956315,True,True,False,True,False,False,3,False
stage2__c-0p580__money-equal__income-uniform__growth-random__spend-high_both__topo-complete,money-equal__income-uniform__growth-random__spend-high_both__topo-complete,0.58,120,equal,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,0.9583333333333334,240.0,199086.875,178.25,4278,178.25,0.7427083333333333,0.0149602618045815,3.314633006077606,0.0276219417173133,3.0,7.0,12.0,28,1.871435250116877,1.4431977559607294,0.4354019746121297,0.5645980253878703,5353.708333333333,15284.666666666666,0.0,0.2944762731481482,119.0,1.0,0.0,ok,5.315226026886187,0.047619047619047616,5.314677950254157,0.047619047619047616,-2.9936381481273977,-3.042136370559643,True,True,False,True,False,False,3,False
stage2__c-0p575__money-normal__income-uniform__growth-random__spend-high_both__topo-complete,money-normal__income-uniform__growth-random__spend-high_both__topo-complete,0.575,120,normal,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,0.9166666666666666,240.0,188828.0,180.58333333333331,4334,180.58333333333331,0.7524305555555556,0.0126903553299492,3.110982925703738,0.0259248577141977,2.0,6.0,12.0,23,1.804107060452238,1.3068758652514998,0.4200845509159682,0.5799154490840317,1159.5833333333333,15719.375,0.2796767301746221,0.2884704070195172,119.0,1.0,0.0,ok,5.348772763167545,0.09523809523809523,5.348263775263428,0.09523809523809523,-2.841654037832364,-2.7314724076881096,True,True,False,True,False,False,3,False
stage2__c-0p745__money-pareto__income-uniform__growth-random__spend-high_wealth__topo-complete,money-pareto__income-uniform__growth-random__spend-high_wealth__topo-complete,0.745,120,pareto,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,0.875,240.0,175184.04166666666,169.83333333333334,4076,169.83333333333334,0.7076388888888889,0.0117762512266928,2.852306182531894,0.0237692181877657,2.0,6.0,12.0,20,1.6798331697742883,1.1724730127576055,0.4110614140719077,0.5889385859280922,2612.458333333333,17597.833333333332,0.3240586507981088,0.2901926528925824,119.0,1.0,0.0,ok,4.403331212377869,0.09523809523809523,4.401632237033512,0.047619047619047616,-4.661028758378295,-4.410506680526696,True,True,False,True,False,False,3,False
stage2__c-0p730__money-equal__income-uniform__growth-random__spend-high_wealth__topo-complete,money-equal__income-uniform__growth-random__spend-high_wealth__topo-complete,0.73,120,equal,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,0.8333333333333334,240.0,155158.375,150.54166666666666,3613,150.54166666666666,0.6272569444444445,0.0107943537226681,2.6952670910600607,0.0224605590921671,2.0,6.0,12.0,20,1.5657348463880432,1.1295322446720175,0.4190798932018895,0.5809201067981105,5234.958333333333,17922.708333333332,0.0,0.2949800347222222,119.0,1.0,0.0,ok,4.288272980874206,0.047619047619047616,4.286055718416334,0.047619047619047616,-5.1409081510456325,-4.588134007486607,True,True,False,True,False,False,3,False
stage2__c-0p730__money-pareto__income-uniform__growth-random__spend-high_wealth__topo-complete,money-pareto__income-uniform__growth-random__spend-high_wealth__topo-complete,0.73,120,pareto,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,0.9166666666666666,240.0,154884.16666666666,154.54166666666666,3709,154.54166666666666,0.6439236111111111,0.010514963602049,2.652736586681046,0.022106138222342,2.0,5.0,12.0,21,1.5737395524400108,1.078997034241035,0.4067486533184267,0.5932513466815733,2427.083333333333,17826.666666666668,0.3124683635172076,0.2932773048265134,119.0,1.0,0.0,ok,3.6177337846561897,0.047619047619047616,3.6133804699042607,0.047619047619047616,-10.25726318940735,-11.41160442093099,True,True,False,True,False,False,3,False
stage2__c-0p555__money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,0.555,120,pareto,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,0.75,240.0,154680.66666666666,156.125,3747,156.125,0.6505208333333333,0.0096076861489191,2.734187349879904,0.0227848945823324,2.0,5.0,11.0,18,1.6188951160928744,1.1152922337870297,0.4079062957540263,0.5920937042459736,3183.2916666666665,17234.625,0.300077658396294,0.2841921892046317,119.0,1.0,0.0,ok,4.224769232558241,0.09523809523809523,4.223171126412405,0.09523809523809523,-3.89200902849902,-4.455270736356801,True,True,False,True,False,False,3,False
stage2__c-0p465__money-equal__income-uniform__growth-random__spend-high_both__topo-complete,money-equal__income-uniform__growth-random__spend-high_both__topo-complete,0.465,120,equal,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,0.3333333333333333,240.0,65658.0,44.91666666666666,1078,44.91666666666666,0.1871527777777777,0.0092764378478664,1.7764378478664191,0.0148036487322201,1.0,3.0,11.0,27,1.1280148423005565,0.6484230055658627,0.3650130548302872,0.6349869451697128,5731.625,27471.791666666668,0.0,0.2664076967592593,119.0,1.0,0.0,,,,,,,,True,True,False,True,False,False,3,False
stage2__c-0p555__money-equal__income-uniform__growth-random__spend-high_both__topo-complete,money-equal__income-uniform__growth-random__spend-high_both__topo-complete,0.555,120,equal,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,0.8333333333333334,240.0,156068.83333333334,154.125,3699,154.125,0.6421875,0.00919167342525,2.7399297107326306,0.0228327475894385,2.0,6.0,11.0,19,1.6226007028926737,1.1173290078399567,0.4077947705969413,0.5922052294030588,5346.291666666667,16973.458333333332,0.0,0.2920931712962963,119.0,1.0,0.0,ok,5.7866624741934425,0.047619047619047616,5.786467897907542,0.047619047619047616,-2.3209274845578687,-2.2690144912658763,True,True,False,True,False,False,3,False
stage2__c-0p555__money-normal__income-uniform__growth-random__spend-high_both__topo-complete,money-normal__income-uniform__growth-random__spend-high_both__topo-complete,0.555,120,normal,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,0.875,240.0,153776.75,159.0,3816,159.0,0.6625,0.0089098532494758,2.707023060796646,0.0225585255066386,2.0,6.0,11.0,21,1.6142557651991614,1.0927672955974843,0.4036786060019361,0.5963213939980639,1379.25,16479.541666666668,0.2785408595350174,0.2957938485805106,119.0,1.0,0.0,ok,4.514607800947969,0.047619047619047616,4.513297129569313,0.047619047619047616,-4.483754661163097,-4.297696346278409,True,True,False,True,False,False,3,False
stage2__c-0p700__money-pareto__income-uniform__growth-random__spend-high_wealth__topo-complete,money-pareto__income-uniform__growth-random__spend-high_wealth__topo-complete,0.7,120,pareto,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,0.75,240.0,120200.75,121.91666666666669,2926,121.91666666666669,0.5079861111111111,0.0088858509911141,2.2853725222146277,0.0190447710184551,2.0,5.0,11.0,20,1.4025974025974026,0.8827751196172249,0.386271870794078,0.6137281292059219,3075.25,20650.125,0.3057797034022657,0.2904720665595453,119.0,1.0,0.0,ok,3.7682749517459886,0.047619047619047616,3.763465159481927,0.09523809523809523,-0.51682590027713,-2.04630079205659,True,True,False,True,False,False,3,False
stage2__c-0p535__money-equal__income-uniform__growth-random__spend-high_both__topo-complete,money-equal__income-uniform__growth-random__spend-high_both__topo-complete,0.535,120,equal,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,0.75,240.0,126986.5,126.08333333333331,3026,126.08333333333331,0.5253472222222222,0.0085922009253139,2.375743555849306,0.0197978629654108,2.0,5.0,11.0,20,1.4355584930601455,0.9401850627891606,0.3957434970093197,0.6042565029906802,5410.25,19824.125,0.0,0.2844968171296296,119.0,1.0,0.0,ok,3.9202972235192575,0.047619047619047616,3.9169512898720984,0.047619047619047616,-4.1614380770573485,-3.850986046818665,True,True,False,True,False,False,3,False
stage2__c-0p550__money-normal__income-uniform__growth-random__spend-high_both__topo-complete,money-normal__income-uniform__growth-random__spend-high_both__topo-complete,0.55,120,normal,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,0.7916666666666666,240.0,151051.5,151.33333333333334,3632,151.33333333333334,0.6305555555555555,0.0085352422907488,2.544328193832599,0.0212027349486049,2.0,5.0,11.0,20,1.5366189427312775,1.0077092511013217,0.3960610323558056,0.6039389676441943,1668.375,18127.70833333333,0.2704688023118802,0.2851154874749113,119.0,1.0,0.0,ok,4.119382037677924,0.047619047619047616,4.117314521809116,0.047619047619047616,-3.05974587923233,-3.940450444432863,True,True,False,True,False,False,3,False
stage2__c-0p530__money-equal__income-uniform__growth-random__spend-high_both__topo-complete,money-equal__income-uniform__growth-random__spend-high_both__topo-complete,0.53,120,equal,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,0.5,240.0,120407.95833333331,122.79166666666669,2947,122.79166666666669,0.5116319444444445,0.008143875127248,2.269087207329488,0.018909060061079,2.0,4.0,11.0,19,1.3939599592806244,0.8751272480488632,0.3856736952295498,0.6143263047704501,5758.958333333333,19033.791666666668,0.0,0.2918310185185185,119.0,1.0,0.0,ok,3.271063529681594,0.047619047619047616,3.264728765320716,0.047619047619047616,-10.681422067462393,-11.492818909275258,True,True,False,True,False,False,3,False
stage2__c-0p720__money-equal__income-uniform__growth-random__spend-high_wealth__topo-complete,money-equal__income-uniform__growth-random__spend-high_wealth__topo-complete,0.72,120,equal,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,0.75,240.0,142042.66666666666,141.0,3384,141.0,0.5875,0.0079787234042553,2.4970449172576834,0.0208087076438139,2.0,5.0,11.0,22,1.499113475177305,0.9979314420803782,0.3996449704142011,0.6003550295857988,4939.041666666667,19595.75,0.0,0.2909160879629629,119.0,1.0,0.0,ok,3.6461316781998216,0.047619047619047616,3.642079855104827,0.047619047619047616,-3.5544707517726835,-6.136093794337799,True,True,False,True,False,False,3,False
stage2__c-0p455__money-equal__income-uniform__growth-random__spend-high_both__topo-complete,money-equal__income-uniform__growth-random__spend-high_both__topo-complete,0.455,120,equal,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,0.2916666666666667,240.0,60726.41666666666,36.75,882,36.75,0.153125,0.0079365079365079,1.6122448979591837,0.0134353741496598,1.0,3.0,8.18999999999994,32,1.09297052154195,0.5192743764172335,0.3220815752461322,0.6779184247538678,7388.833333333333,32578.666666666668,0.0,0.2645043402777778,119.0,1.0,0.0,,,,,,,,True,True,False,True,False,False,3,False
stage2__c-0p705__money-equal__income-uniform__growth-random__spend-high_wealth__topo-complete,money-equal__income-uniform__growth-random__spend-high_wealth__topo-complete,0.705,120,equal,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,0.75,240.0,125347.66666666669,126.125,3027,126.125,0.5255208333333333,0.0072679220350181,2.284770399735712,0.0190397533311308,2.0,4.0,10.0,19,1.3980839114634953,0.8866864882722167,0.3880855986119144,0.6119144013880856,4814.708333333333,20243.83333333333,0.0,0.2880335648148148,119.0,1.0,0.0,ok,3.402515645726269,0.047619047619047616,3.398063252365084,0.047619047619047616,-6.011662243003032,-9.012209883060656,True,True,False,True,False,False,3,False
